mean_reward,std_reward,median_reward,min_reward,max_reward,mean_episode_length,peak_memory_mb,gpu_memory_mb,algo,seed,train_time,timesteps
4032.4741160999633,150.38276076252163,4064.873162369244,3672.8485707943328,4244.0826881453395,1000.0,154.7734375,0.0,PPO,42,853.9927024841309,1000000
1466.9539615296876,72.8240001802813,1487.0827542029874,1253.6120618991554,1515.5650370451622,1000.0,1.8828125,0.0,PPO,123,843.021479845047,1000000
1577.3790066720735,85.05412461406597,1604.7421471675916,1355.7458621646583,1679.5204871585593,1000.0,0.34765625,0.0,PPO,456,813.1836829185486,1000000
12728.876181058678,533.806859779503,12928.688476584852,11541.105767504312,13191.661335587502,1000.0,935.421875,23.10791015625,SAC,42,6977.719172954559,1000000
12158.652050931752,103.59093848753645,12168.631155898795,11989.329935461283,12367.766964264214,1000.0,292.37109375,26.99462890625,SAC,123,7019.868066310883,1000000
11708.624216970056,143.55702660098902,11719.94226192683,11362.609166901559,11890.734382919967,1000.0,283.30078125,26.99462890625,SAC,456,6976.892136096954,1000000
11496.75993479622,185.50315802986032,11476.684554077685,11226.426360964775,11899.696326283876,1000.0,266.3984375,30.4599609375,TD3,42,4469.557487249374,1000000
10507.446941739088,151.6700924615748,10533.18164471793,10226.628939896822,10689.985258281231,1000.0,265.9765625,34.03662109375,TD3,123,4692.894983053207,1000000
11040.045753214927,97.84856045584954,11022.839586771326,10911.048091337085,11196.841930415481,1000.0,260.34375,34.03662109375,TD3,456,4789.633512735367,1000000
